"state","GEOID","NAME","type","c2010","c2000","c1990","c1980","c1970","c1960","c1950","c1940","c1930","c1920","c1910","c1900","c1890","c1880","c1870","c1860","c1850","c1840","c1830","c1820","c1810","c1800","c1790","simp.name"
"MN","27165","Watonwan","County",11211,11876,11682,12361,13298,14460,13881,13902,12802,12457,11382,11496,7746,5104,2426,0,0,0,0,0,0,0,0,"Watonwan County, MN"
"SD","46119","Sully","County",1373,1556,1589,1990,2362,2607,2713,2668,3852,2831,2462,1715,2412,296,0,0,0,0,0,0,0,0,0,"Sully County, SD"
"OK","40029","Coal","County",5925,6031,5780,6041,5525,5546,8056,12811,11521,18406,15817,15585,0,0,0,0,0,0,0,0,0,0,0,"Coal County, OK"
"MT","30011","Carter","County",1160,1360,1503,1799,1956,2493,2798,3280,4136,3972,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carter County, MT"
"TX","48461","Upton","County",3355,3404,4447,4619,4697,6239,5307,4297,5968,253,501,48,52,0,0,0,0,0,0,0,0,0,0,"Upton County, TX"
"IN","18051","Gibson","County",33503,32500,31913,33156,30444,29949,30720,30709,29202,29201,30137,30099,24920,22742,17371,14532,10771,8977,5418,3876,0,0,0,"Gibson County, IN"
"NE","31105","Kimball","County",3821,4089,4108,4882,6009,7975,4283,3913,4675,4498,1942,758,959,0,0,0,0,0,0,0,0,0,0,"Kimball County, NE"
"CO","08113","San Miguel","County",7359,6594,3653,3192,1949,2944,2693,3664,2184,5281,4700,5379,2909,0,0,0,0,0,0,0,0,0,0,"San Miguel County, CO"
"MS","28019","Choctaw","County",8547,9758,9071,8996,8440,8423,11009,13548,12339,12491,14357,13036,10847,9036,16988,15722,11402,6010,0,0,0,0,0,"Choctaw County, MS"
"MO","29079","Grundy","County",10261,10432,10536,11959,11819,12220,13220,15716,16135,17554,16744,17832,17876,15185,10567,7887,3006,0,0,0,0,0,0,"Grundy County, MO"
"MI","26085","Lake","County",11539,11333,8583,7711,5661,5338,5257,4798,4066,4437,4939,4957,6505,3233,548,0,0,0,0,0,0,0,0,"Lake County, MI"
"IL","17059","Gallatin","County",5589,6445,6909,7590,7418,7638,9818,11414,10091,12856,14628,15836,14935,12861,11134,8055,5448,10760,7405,3155,0,0,0,"Gallatin County, IL"
"MS","28139","Tippah","County",22232,20826,19523,18739,15852,15093,17522,19680,18658,15419,14631,12983,12951,12867,20727,22550,20741,9444,0,0,0,0,0,"Tippah County, MS"
"ND","38005","Benson","County",6660,6964,7198,7944,8245,9435,10675,12629,13327,13095,12681,8320,2460,0,0,0,0,0,0,0,0,0,0,"Benson County, ND"
"MO","29163","Pike","County",18516,18351,15969,17568,16928,16706,16844,18327,18001,20345,22556,25744,26321,26715,23076,18417,13609,10646,6129,3747,0,0,0,"Pike County, MO"
"OH","39001","Adams","County",28550,27330,25371,24328,18957,19982,20499,21705,20381,22403,24755,26328,26093,24005,20750,20309,18883,13183,12281,10406,9434,3432,0,"Adams County, OH"
"GA","13319","Wilkinson","County",9563,10220,10228,10368,9393,9250,9781,11025,10844,11376,10078,11440,10781,12061,9383,9376,8296,6842,6513,6992,2154,0,0,"Wilkinson County, GA"
"MI","26015","Barry","County",59173,56755,50057,45781,38166,31738,26183,22613,20928,21383,22633,22514,23783,25317,22199,13858,5072,1078,0,0,0,0,0,"Barry County, MI"
"MO","29209","Stone","County",32202,28658,19078,15587,9921,8176,9748,11298,11614,11941,11559,9892,7090,4404,3253,2400,0,0,0,0,0,0,0,"Stone County, MO"
"IA","19039","Clarke","County",9286,9133,8287,8612,7581,8222,9369,10233,10384,10506,10736,12440,11332,11513,8735,5427,79,0,0,0,0,0,0,"Clarke County, IA"
"IA","19065","Fayette","County",20880,22008,21843,25488,26898,28581,28294,29151,29145,29251,27919,29845,23141,22258,16973,12073,825,0,0,0,0,0,0,"Fayette County, IA"
"FL","12043","Glades","County",12884,10576,7591,5992,3669,2950,2199,2745,2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Glades County, FL"
"CO","08023","Costilla","County",3524,3663,3190,3071,3091,4219,6067,7533,5779,5032,5498,4632,3491,2879,1779,0,0,0,0,0,0,0,0,"Costilla County, CO"
"IA","19001","Adair","County",7682,8243,8409,9509,9487,10893,12292,13196,13891,14259,14420,16192,14534,11667,3982,984,0,0,0,0,0,0,0,"Adair County, IA"
"CA","06043","Mariposa","County",18251,17130,14302,11108,6015,5064,5145,5605,3233,2775,3956,4720,3787,4339,4572,6243,4379,0,0,0,0,0,0,"Mariposa County, CA"
"MI","26009","Antrim","County",23580,23110,18185,16194,12612,10373,10721,10964,9979,11543,15692,16568,10413,5237,1985,179,0,0,0,0,0,0,0,"Antrim County, MI"
"ID","16009","Benewah","County",9285,9171,7937,8292,6230,6036,6173,7332,6371,6997,0,0,0,0,0,0,0,0,0,0,0,0,0,"Benewah County, ID"
"NE","31127","Nemaha","County",7248,7576,7980,8367,8976,9099,10973,12781,12356,12547,13095,14952,12930,10451,7593,3139,0,0,0,0,0,0,0,"Nemaha County, NE"
"MA","25019","Nantucket","County",10172,9520,6012,5087,3774,3559,3484,3401,3678,2797,2962,3006,3268,3727,4123,6094,8452,9012,7202,7266,6807,5617,4620,"Nantucket County, MA"
"SC","45009","Bamberg","County",15987,16658,16902,18118,15950,16274,17533,18643,19410,20962,18544,17296,0,0,0,0,0,0,0,0,0,0,0,"Bamberg County, SC"
"GA","13019","Berrien","County",19286,16235,14153,13525,11556,12038,13966,15370,14646,15573,22772,19440,10694,6619,4518,3475,0,0,0,0,0,0,0,"Berrien County, GA"
"MI","26143","Roscommon","County",24449,25469,19776,16374,9892,7200,5916,3668,2055,2032,2274,1787,2033,1459,0,0,0,0,0,0,0,0,0,"Roscommon County, MI"
"NC","37005","Alleghany","County",11155,10677,9590,9587,8134,7734,8155,8341,7186,7403,7745,7759,6523,5486,3691,3590,0,0,0,0,0,0,0,"Alleghany County, NC"
"CO","08015","Chaffee","County",17809,16242,12684,13227,10162,8298,7168,8109,8126,7753,7622,7085,6612,6512,0,0,0,0,0,0,0,0,0,"Chaffee County, CO"
"CO","08025","Crowley","County",5823,5518,3946,2988,3086,3978,5222,5398,5934,6383,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crowley County, CO"
"NE","31041","Custer","County",10939,11793,12270,13877,14092,16517,19170,22591,26189,26407,25668,19758,21677,2211,0,0,0,0,0,0,0,0,0,"Custer County, NE"
"FL","12013","Calhoun","County",14625,13017,11011,9294,7624,7422,7922,8218,7298,8775,7465,5132,1681,1580,998,1446,1377,1142,0,0,0,0,0,"Calhoun County, FL"
"IA","19037","Chickasaw","County",12439,13095,13295,15437,14969,15034,15228,15227,14637,15431,15375,17037,15019,14534,10180,4336,0,0,0,0,0,0,0,"Chickasaw County, IA"
"IA","19081","Hancock","County",11341,12100,12638,13833,13227,14604,15077,15402,14802,14723,12731,13752,7621,3453,999,179,0,0,0,0,0,0,0,"Hancock County, IA"
"MI","26095","Luce","County",6631,7024,5763,6659,6789,7827,8147,7423,6528,6149,4004,2983,2455,0,0,0,0,0,0,0,0,0,0,"Luce County, MI"
"ND","38011","Bowman","County",3151,3242,3596,4229,3901,4154,4001,3860,5119,4768,4668,0,6,0,0,0,0,0,0,0,0,0,0,"Bowman County, ND"
"PA","42057","Fulton","County",14845,14261,13837,12842,10776,10597,10387,10673,9231,9617,9703,9924,10137,10149,9360,9131,7567,0,0,0,0,0,0,"Fulton County, PA"
"TX","48237","Jack","County",9044,8763,6981,7408,6711,7418,7755,10206,9046,9863,11817,10224,9740,6626,694,1000,0,0,0,0,0,0,0,"Jack County, TX"
"OK","40055","Greer","County",6239,6061,6559,7028,7979,8877,11749,14550,20282,15836,16449,23624,17922,5338,0,0,0,0,0,0,0,0,0,"Greer County, OK"
"TX","48211","Hemphill","County",3807,3351,3720,5304,3084,3185,4123,4170,4637,4280,3170,815,519,149,0,0,0,0,0,0,0,0,0,"Hemphill County, TX"
"SD","46129","Walworth","County",5438,5974,6087,7011,7842,8097,7648,7274,8791,8447,6488,3839,2153,46,0,0,0,0,0,0,0,0,0,"Walworth County, SD"
"MO","29221","Washington","County",25195,23344,20380,17983,15086,14346,14689,17492,14450,13803,13378,14263,13153,12896,11719,9723,8811,7213,6784,2769,0,0,0,"Washington County, MO"
"TX","48417","Shackelford","County",3378,3302,3316,3915,3323,3990,5001,6211,6695,4960,4201,2461,2012,2037,455,44,0,0,0,0,0,0,0,"Shackelford County, TX"
"TX","48407","San Jacinto","County",26384,22246,16372,11434,6702,6153,7172,9056,9711,9867,9542,10277,7360,6186,0,0,0,0,0,0,0,0,0,"San Jacinto County, TX"
"KS","20181","Sherman","County",6010,6760,6926,7759,7792,6682,7373,6421,7400,5592,4549,3341,5261,13,0,0,0,0,0,0,0,0,0,"Sherman County, KS"
"IL","17075","Iroquois","County",29718,31334,30787,32976,33532,33562,32348,32496,32913,34841,35543,38014,35167,35451,25782,12325,4149,1695,0,0,0,0,0,"Iroquois County, IL"
"IA","19157","Poweshiek","County",18914,18815,19033,19306,18803,19300,19344,18758,18727,19910,19589,19414,18394,18936,15581,5668,615,0,0,0,0,0,0,"Poweshiek County, IA"
"NY","36039","Greene","County",49221,48195,44739,40861,33136,31372,28745,27926,25808,25796,30214,31478,31598,32695,31832,31930,33126,30446,29525,22996,19536,13074,0,"Greene County, NY"
"VA","51137","Orange","County",33481,25881,21421,18063,13792,12900,12755,12649,12070,13320,13486,12571,12814,13052,10396,10851,10067,9125,14637,12913,12323,11449,9921,"Orange County, VA"
"OK","40089","McCurtain","County",33151,34402,33433,36151,28642,25851,31588,41318,34759,37905,20681,13198,0,0,0,0,0,0,0,0,0,0,0,"McCurtain County, OK"
"SD","46077","Kingsbury","County",5148,5815,5925,6679,7657,9227,9962,10831,12805,12802,12560,9866,8562,1102,0,0,0,0,0,0,0,0,0,"Kingsbury County, SD"
"WY","56009","Converse","County",13833,12052,11128,14069,5938,6366,5933,6631,7145,7871,6294,3337,2738,0,0,0,0,0,0,0,0,0,0,"Converse County, WY"
"ND","38047","Logan","County",1990,2308,2847,3493,4245,5369,6357,7561,8089,7723,6168,1625,597,0,0,0,0,0,0,0,0,0,0,"Logan County, ND"
"MI","26053","Gogebic","County",16427,17370,18052,19686,20676,24370,27053,31797,31577,33225,23333,16738,13166,0,0,0,0,0,0,0,0,0,0,"Gogebic County, MI"
"MN","27005","Becker","County",32504,30000,27881,29336,24372,23959,24836,26562,22503,22851,18840,14375,9401,5218,308,386,0,0,0,0,0,0,0,"Becker County, MN"
"WI","55003","Ashland","County",16157,16866,16307,16783,16743,17375,19461,21801,21054,24538,21965,20176,20063,1559,221,515,0,0,0,0,0,0,0,"Ashland County, WI"
"IL","17053","Ford","County",14081,14241,14275,15265,16382,16606,15901,15007,15489,16466,17096,18359,17035,15099,9103,1979,0,0,0,0,0,0,0,"Ford County, IL"
"ND","38029","Emmons","County",3550,4331,4830,5877,7200,8462,9715,11699,12467,11288,9796,4349,1971,38,0,0,0,0,0,0,0,0,0,"Emmons County, ND"
"AR","05121","Randolph","County",17969,18195,16558,16834,12645,12520,15982,18319,16871,17713,18987,17156,14485,11724,7466,6261,3275,2196,0,0,0,0,0,"Randolph County, AR"
"WI","55085","Oneida","County",35998,36776,31679,31216,24427,22112,20648,18938,15899,13996,11433,8875,5010,0,0,0,0,0,0,0,0,0,0,"Oneida County, WI"
"LA","22035","East Carroll","County",7759,9421,9709,11772,12884,14433,16302,19023,15815,11231,11637,11373,12362,12134,10110,18052,8789,4237,0,0,0,0,0,"East Carroll Parish, LA"
"AK","02198","Prince of Wales-Hyder","County",5559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prince of Wales Borough, AK"
"AK","02195","Petersburg","County",3815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Petersburg Borough, AK"
"TX","48153","Floyd","County",6446,7771,8497,9834,11044,12369,10535,10659,12409,9758,4638,2020,529,3,0,0,0,0,0,0,0,0,0,"Floyd County, TX"
"AK","02275","Wrangell","County",2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wrangell Borough, AK"
"KS","20001","Allen","County",13371,14385,14638,15654,15043,16369,18187,19874,21391,23509,27640,19507,13509,11303,7022,3082,0,0,0,0,0,0,0,"Allen County, KS"
"IL","17041","Douglas","County",19980,19922,19464,19774,18997,19243,16706,17590,17914,19604,19591,19097,17669,15853,13484,7140,0,0,0,0,0,0,0,"Douglas County, IL"
"WI","55137","Waushara","County",24496,23154,19385,18526,14795,13497,13920,14268,14427,16712,18886,15972,13507,12687,11279,8770,0,0,0,0,0,0,0,"Waushara County, WI"
"AR","05065","Izard","County",13696,13249,11364,10768,7381,6766,9953,12834,12872,13871,14561,13506,13038,10857,6806,7215,3213,2240,1266,0,0,0,0,"Izard County, AR"
"MO","29131","Miller","County",24748,23564,20700,18532,15026,13800,13734,14798,16728,15567,16717,15187,14162,9805,6616,6812,3834,2282,0,0,0,0,0,"Miller County, MO"
"NE","31143","Polk","County",5406,5639,5675,6320,6468,7210,8044,8748,10092,10714,10521,10542,10817,6846,136,19,0,0,0,0,0,0,0,"Polk County, NE"
"MN","27107","Norman","County",6852,7442,7975,9379,10008,11253,12909,14746,14061,14880,13446,15045,10618,0,0,0,0,0,0,0,0,0,0,"Norman County, MN"
"IA","19165","Shelby","County",12167,13173,13230,15043,15528,15825,15942,16720,17131,16065,16552,17932,17611,12696,2540,818,0,0,0,0,0,0,0,"Shelby County, IA"
"KY","21159","Martin","County",12929,12578,12526,13925,9377,10201,11677,10970,8584,7654,7291,5780,4209,3057,0,0,0,0,0,0,0,0,0,"Martin County, KY"
"KY","21189","Owsley","County",4755,4858,5036,5709,5023,5369,7324,8957,7223,7820,7979,6874,5975,4942,3889,5335,3774,0,0,0,0,0,0,"Owsley County, KY"
"NE","31045","Dawes","County",9182,9060,9021,9609,9693,9536,9708,10128,11493,10160,8254,6215,9722,0,0,0,0,0,0,0,0,0,0,"Dawes County, NE"
"VA","51141","Patrick","County",18490,19407,17473,17647,15282,15282,15642,16613,15787,16850,17195,15403,14147,12833,10161,9359,9609,8032,7395,5089,4695,4331,0,"Patrick County, VA"
"MI","26119","Montmorency","County",9765,10315,8936,7492,5247,4424,4125,3840,2814,4089,3755,3234,1487,0,0,0,0,0,0,0,0,0,0,"Montmorency County, MI"
"MI","26135","Oscoda","County",8640,9418,7842,6858,4726,3447,3134,2543,1728,1783,2027,1468,1904,467,70,0,0,0,0,0,0,0,0,"Oscoda County, MI"
"NM","35007","Colfax","County",13750,14189,12925,13667,12170,13806,16761,18718,19157,21550,16460,10150,7974,3398,1992,0,0,0,0,0,0,0,0,"Colfax County, NM"
"IL","17189","Washington","County",14716,15148,14965,15472,13780,13569,14460,15801,16286,18035,18759,19526,19262,21112,17599,13731,6953,4810,1675,1517,0,0,0,"Washington County, IL"
"PA","42009","Bedford","County",49762,49984,47919,46784,42353,42451,40775,40809,37309,38277,38879,39468,38644,34929,29635,26736,23052,29335,24502,20248,15746,12039,13124,"Bedford County, PA"
"AR","05127","Scott","County",11233,10996,10205,9685,8207,7297,10057,13300,11803,13232,14302,13183,12635,9174,7483,5145,3083,1694,0,0,0,0,0,"Scott County, AR"
"OH","39067","Harrison","County",15864,15856,16085,18152,17013,17995,19054,20313,18844,19625,19076,20486,20830,20456,18682,19110,20157,20099,20916,14345,0,0,0,"Harrison County, OH"
"MN","27089","Marshall","County",9439,10155,10993,13027,13060,14262,16125,18364,17003,19443,16338,15698,9130,992,0,0,0,0,0,0,0,0,0,"Marshall County, MN"
"CO","08055","Huerfano","County",6711,7862,6009,6440,6590,7867,10549,16088,17062,16879,13320,8395,6882,4124,2250,0,0,0,0,0,0,0,0,"Huerfano County, CO"
"TX","48255","Karnes","County",14824,15446,12455,13593,13462,14995,17139,19248,23316,19049,14942,8681,3637,3270,1705,2171,0,0,0,0,0,0,0,"Karnes County, TX"
"UT","49027","Millard","County",12503,12405,11333,8970,6988,7866,9387,9613,9945,9659,6118,5678,4033,3727,2753,715,0,0,0,0,0,0,0,"Millard County, UT"
"AZ","04011","Greenlee","County",8437,8547,8008,11406,10330,11509,12805,8698,9886,15362,0,0,0,0,0,0,0,0,0,0,0,0,0,"Greenlee County, AZ"
"MI","26129","Ogemaw","County",21699,21645,18681,16436,11903,9680,9345,8720,6595,7786,8907,7765,5583,1914,12,0,0,0,0,0,0,0,0,"Ogemaw County, MI"
"IL","17159","Richland","County",16233,16149,16545,17587,16829,16299,16889,17137,14053,14044,15970,16391,15019,15545,12803,9711,4012,0,0,0,0,0,0,"Richland County, IL"
"MT","30051","Liberty","County",2339,2158,2295,2329,2359,2624,2180,2209,2198,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,"Liberty County, MT"
"GA","13061","Clay","County",3183,3357,3364,3553,3636,4551,5844,7064,6943,7557,8960,8568,7817,6650,5493,4893,0,0,0,0,0,0,0,"Clay County, GA"
"OR","41023","Grant","County",7445,7935,7853,8210,6996,7726,8329,6380,5940,5496,5607,5948,5080,4303,2251,0,0,0,0,0,0,0,0,"Grant County, OR"
"TX","48159","Franklin","County",10605,9458,7802,6893,5291,5101,6257,8378,8494,9304,9331,8674,6481,5280,0,0,0,0,0,0,0,0,0,"Franklin County, TX"
"OK","40005","Atoka","County",14182,13879,12778,12748,10972,10352,14269,18702,14533,20862,13808,12113,0,0,0,0,0,0,0,0,0,0,0,"Atoka County, OK"
"ND","38083","Sheridan","County",1321,1710,2148,2819,3232,4350,5253,6616,7373,7935,8103,0,5,0,0,0,0,0,0,0,0,0,0,"Sheridan County, ND"
"IN","18049","Fulton","County",20836,20511,18840,19335,16984,16957,16565,15577,15038,16478,16879,17453,16746,14301,12726,9422,5982,1993,0,0,0,0,0,"Fulton County, IN"
"WI","55129","Washburn","County",15911,16036,13772,13174,10601,10301,11665,12496,11103,11377,8196,5521,2926,0,0,0,0,0,0,0,0,0,0,"Washburn County, WI"
"WA","53031","Jefferson","County",29872,25953,20146,15965,10661,9639,11618,8918,8346,6557,8337,5712,8368,1712,1268,531,0,0,0,0,0,0,0,"Jefferson County, WA"
"MO","29139","Montgomery","County",12236,12136,11355,11537,11000,11097,11555,12442,13011,15233,15604,16571,16850,16249,10405,9718,5489,4371,3902,3074,0,0,0,"Montgomery County, MO"
"KS","20021","Cherokee","County",21603,22605,21374,22304,21549,22279,25144,29817,31457,33609,38162,42694,27770,21905,11038,1501,0,0,0,0,0,0,0,"Cherokee County, KS"
"WI","55065","Lafayette","County",16836,16137,16076,17412,17456,18142,18137,18695,18649,20002,20075,20959,20265,21279,22659,18134,11531,0,0,0,0,0,0,"Lafayette County, WI"
"WI","55135","Waupaca","County",52410,51731,46104,42831,37780,35340,35056,34614,33513,34200,32782,31615,26794,20955,15539,8851,0,0,0,0,0,0,0,"Waupaca County, WI"
"TX","48137","Edwards","County",2002,2162,2266,2033,2107,2317,2908,2933,2764,2283,3768,3108,1970,266,0,0,0,0,0,0,0,0,0,"Edwards County, TX"
"OR","41037","Lake","County",7895,7422,7186,7532,6343,7158,6649,6293,4833,3991,4658,2847,2604,2804,0,0,0,0,0,0,0,0,0,"Lake County, OR"
"MO","29153","Ozark","County",9723,9542,8598,7961,6226,6744,8856,10766,9537,11125,11926,12145,9795,5618,3363,2447,2294,0,0,0,0,0,0,"Ozark County, MO"
"AL","01099","Monroe","County",23068,24324,23968,22651,20883,22372,25732,29465,30070,28884,27155,23666,18990,17091,14214,15667,12013,10680,8782,8838,0,0,0,"Monroe County, AL"
"VT","50009","Essex","County",6306,6459,6405,6313,5416,6083,6257,6490,7067,7364,7384,8056,9511,7931,6811,5786,4650,4226,3981,3284,3087,1479,0,"Essex County, VT"
"VA","51111","Lunenburg","County",12914,13146,11419,12124,11687,12523,14116,13844,14058,15260,12780,11705,11372,11535,10403,11983,11692,11055,11957,10662,12265,10381,8959,"Lunenburg County, VA"
"ND","38097","Traill","County",8121,8477,8752,9624,9571,10583,11359,12300,12600,12210,12545,13107,10217,4123,0,0,0,0,0,0,0,0,0,"Traill County, ND"
"GA","13037","Calhoun","County",6694,6320,5013,5717,6606,7341,8578,10438,10576,10225,11334,9274,8438,7024,5503,4913,0,0,0,0,0,0,0,"Calhoun County, GA"
"WI","55125","Vilas","County",21430,21033,17707,16535,10958,9332,9363,8894,7294,5649,6019,4929,0,0,0,0,0,0,0,0,0,0,0,"Vilas County, WI"
"GA","13099","Early","County",11008,12354,11854,13158,12682,13151,17413,18679,18273,18983,18122,14828,9792,7611,6998,6149,7246,5444,2051,768,0,0,0,"Early County, GA"
"NE","31179","Wayne","County",9595,9851,9364,9858,10400,9959,10129,9880,10566,9725,10397,9862,6169,813,182,0,0,0,0,0,0,0,0,"Wayne County, NE"
"ND","38045","LaMoure","County",4139,4701,5383,6473,7117,8705,9498,10298,11517,11564,10724,6048,3187,20,0,0,0,0,0,0,0,0,0,"LaMoure County, ND"
"ND","38043","Kidder","County",2435,2753,3332,3833,4362,5386,6168,6692,8031,7798,5962,1754,1211,89,0,0,0,0,0,0,0,0,0,"Kidder County, ND"
"MS","28101","Newton","County",21720,21838,20291,19944,18983,19517,22681,24249,22910,20727,23085,19708,16625,13436,10067,9661,4465,2527,0,0,0,0,0,"Newton County, MS"
"NC","37163","Sampson","County",63431,60161,47297,49687,44954,48013,49780,47440,40082,36002,29982,26380,25096,22894,16436,16624,14585,12157,11634,8908,6620,6719,6065,"Sampson County, NC"
"IL","17065","Hamilton","County",8457,8621,8499,9172,8665,10010,12256,13454,12995,15920,18227,20197,17800,16712,13014,9915,6362,3945,2616,0,0,0,0,"Hamilton County, IL"
"KS","20023","Cheyenne","County",2726,3165,3243,3678,4256,4708,5668,6221,6948,5587,4248,2640,4401,37,0,0,0,0,0,0,0,0,0,"Cheyenne County, KS"
"CO","08029","Delta","County",30952,27834,20980,21225,15286,15602,17365,16470,14204,13668,13688,5487,2534,0,0,0,0,0,0,0,0,0,0,"Delta County, CO"
"IA","19185","Wayne","County",6403,6730,7067,8199,8405,9800,11737,13308,13787,15378,16184,17491,15670,16127,11287,6409,340,0,0,0,0,0,0,"Wayne County, IA"
"TX","48165","Gaines","County",17526,14467,14123,13150,11593,12267,8909,8136,2800,1018,1255,55,68,8,0,0,0,0,0,0,0,0,0,"Gaines County, TX"
"AL","01093","Marion","County",30776,31214,29830,30041,23788,21837,27264,28776,25967,22008,17495,14494,11347,9364,6059,11182,7833,5847,4058,0,0,0,0,"Marion County, AL"
"IA","19097","Jackson","County",19848,20296,19950,22503,20839,20754,18622,19181,18481,19931,21258,23615,22771,23771,22619,18493,7210,1411,0,0,0,0,0,"Jackson County, IA"
"ND","38063","Nelson","County",3126,3715,4410,5233,5776,7034,8090,9129,10203,10362,10140,7316,4293,0,0,0,0,0,0,0,0,0,0,"Nelson County, ND"
"GA","13043","Candler","County",10998,9577,7744,7518,6412,6672,8063,9103,8991,9228,0,0,0,0,0,0,0,0,0,0,0,0,0,"Candler County, GA"
"CA","06105","Trinity","County",13786,13022,13063,11858,7615,9706,5087,3970,2809,2551,3301,4383,3719,4999,3213,5125,1635,0,0,0,0,0,0,"Trinity County, CA"
