"state","GEOID","NAME","type","c2010","c2000","c1990","c1980","c1970","c1960","c1950","c1940","c1930","c1920","c1910","c1900","c1890","c1880","c1870","c1860","c1850","c1840","c1830","c1820","c1810","c1800","c1790","simp.name"
"GA","13301","Warren","County",5834,6336,6078,6583,6669,7360,8779,10236,11181,11828,11860,11463,10957,10885,10545,9820,12425,9789,10946,10630,8725,8329,0,"Warren County, GA"
"TX","48197","Hardeman","County",4139,4724,5283,6368,6795,8275,10212,11073,14532,12487,11213,3634,3904,50,0,0,0,0,0,0,0,0,0,"Hardeman County, TX"
"GA","13165","Jenkins","County",8340,8575,8247,8841,8332,9148,10264,11843,12908,14328,11520,0,0,0,0,0,0,0,0,0,0,0,0,"Jenkins County, GA"
"KY","21085","Grayson","County",25746,24053,21050,20854,16445,15834,17063,17562,17055,19927,19958,19878,18688,15784,11580,7982,6837,4461,3880,4055,2301,0,0,"Grayson County, KY"
"KS","20025","Clark","County",2215,2390,2418,2599,2896,3396,3946,4081,4796,4989,4093,1701,2357,163,0,0,0,0,0,0,0,0,0,"Clark County, KS"
"KS","20081","Haskell","County",4256,4307,3886,3814,3672,2990,2606,2088,2805,1455,993,457,1077,3,0,0,0,0,0,0,0,0,0,"Haskell County, KS"
"LA","22013","Bienville","County",14353,15752,15979,16387,16024,16726,19105,23933,23789,20977,21776,17588,14108,10442,10636,11000,5539,0,0,0,0,0,0,"Bienville Parish, LA"
"IA","19095","Iowa","County",16355,15671,14630,15429,15419,16396,15835,17016,17332,18600,18409,19544,18270,19221,16644,8029,822,0,0,0,0,0,0,"Iowa County, IA"
"OK","40007","Beaver","County",5636,5857,6023,6806,6282,6965,7411,8648,11452,14048,13631,13364,3051,2674,0,0,0,0,0,0,0,0,0,"Beaver County, OK"
"IA","19023","Butler","County",14867,15305,15731,17668,16953,17467,17394,17986,17617,17845,17119,17955,15463,14293,9951,3724,0,0,0,0,0,0,0,"Butler County, IA"
"MT","30085","Roosevelt","County",10425,10620,10999,10467,10365,11731,9580,9806,10672,10347,0,0,0,0,0,0,0,0,0,0,0,0,0,"Roosevelt County, MT"
"TX","48297","Live Oak","County",11531,12309,9556,9606,6697,7846,9054,9799,8956,4171,3442,2268,2055,1994,852,593,0,0,0,0,0,0,0,"Live Oak County, TX"
"VA","51193","Westmoreland","County",17454,16718,15480,14041,12142,11042,10148,9512,8497,10240,9313,9243,8399,8846,7682,8282,8080,8019,8396,6901,8102,0,7722,"Westmoreland County, VA"
"OK","40043","Dewey","County",4810,4743,5551,5922,5656,6051,8789,11981,13250,12434,14132,13329,8819,0,0,0,0,0,0,0,0,0,0,"Dewey County, OK"
"AR","05061","Howard","County",13789,14300,13569,13459,11412,10878,13342,16621,17489,18565,16898,14076,13789,9917,0,0,0,0,0,0,0,0,0,"Howard County, AR"
"CO","08125","Yuma","County",10043,9841,8954,9682,8544,8912,10827,12102,13613,13897,8499,1729,2596,0,0,0,0,0,0,0,0,0,0,"Yuma County, CO"
"TX","48421","Sherman","County",3034,3186,2858,3174,3657,2605,2443,2026,2314,1473,1376,104,34,0,0,0,0,0,0,0,0,0,0,"Sherman County, TX"
"IA","19063","Emmet","County",10302,11027,11569,13336,14009,14871,14102,13406,12856,12627,9816,9936,4274,1550,1392,105,0,0,0,0,0,0,0,"Emmet County, IA"
"KY","21153","Magoffin","County",13333,13332,13077,13515,10443,11156,13839,17490,15719,13859,13654,12006,9196,6944,4684,3485,0,0,0,0,0,0,0,"Magoffin County, KY"
"TX","48017","Bailey","County",7165,6594,7064,8168,8487,9090,7592,6318,5186,517,312,4,0,0,0,0,0,0,0,0,0,0,0,"Bailey County, TX"
"WY","56029","Park","County",28205,25786,23178,21639,17752,16874,15182,10976,8207,7298,4909,0,0,0,0,0,0,0,0,0,0,0,0,"Park County, WY"
"FL","12121","Suwannee","County",41551,34844,26780,22287,15559,14961,16986,17073,15731,19789,18603,14554,10524,7161,3556,2303,0,0,0,0,0,0,0,"Suwannee County, FL"
"MI","26031","Cheboygan","County",26152,26448,21398,20649,16573,14550,13731,13644,11502,13991,17872,15516,11986,6524,2196,517,0,0,0,0,0,0,0,"Cheboygan County, MI"
"MI","26051","Gladwin","County",25692,26023,21896,19957,13471,10769,9451,9385,7424,8827,8413,6564,4208,1127,0,14,0,0,0,0,0,0,0,"Gladwin County, MI"
"FL","12123","Taylor","County",22570,19256,17111,16532,13641,13168,10416,11565,13136,11219,7103,3999,2122,2279,1453,1384,0,0,0,0,0,0,0,"Taylor County, FL"
"FL","12125","Union","County",15535,13442,10252,10166,8112,6043,8906,7094,7428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Union County, FL"
"MT","30025","Fallon","County",2890,2837,3103,3763,4050,3997,3660,3719,4568,4548,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fallon County, MT"
"SD","46107","Potter","County",2329,2693,3190,3674,4449,4926,4688,4614,5762,4382,4466,2988,2910,0,0,0,0,0,0,0,0,0,0,"Potter County, SD"
"TX","48109","Culberson","County",2398,2975,3407,3315,3429,2794,1825,1653,1228,912,0,0,0,0,0,0,0,0,0,0,0,0,0,"Culberson County, TX"
"KS","20095","Kingman","County",7858,8673,8292,8960,8886,9958,10324,12001,11674,12119,13386,10663,11823,3713,0,0,0,0,0,0,0,0,0,"Kingman County, KS"
"GA","13241","Rabun","County",16276,15050,11648,10466,8327,7456,7424,7821,6331,5746,5562,6285,5606,4634,3256,3271,2448,1912,2176,524,0,0,0,"Rabun County, GA"
"WV","54097","Upshur","County",24254,23404,22867,23427,19092,18292,19242,18360,17944,17851,16629,14696,12714,10249,8023,7292,0,0,0,0,0,0,0,"Upshur County, WV"
"MO","29215","Texas","County",26008,23003,21476,21070,18320,17758,18992,19813,18580,20548,21458,22192,19406,12206,9618,6067,2312,0,0,0,0,0,0,"Texas County, MO"
"IA","19047","Crawford","County",17096,16942,16775,18935,18780,18569,19741,20538,21028,20614,20041,21685,18894,12413,2530,383,0,0,0,0,0,0,0,"Crawford County, IA"
"VA","51163","Rockbridge","County",35999,34024,31715,31920,30659,30339,28573,26719,24904,24537,24416,24187,23062,20003,16058,17248,16045,14284,14244,11945,10318,8945,6548,"Rockbridge County, VA"
"ND","38095","Towner","County",2246,2876,3627,4052,4645,5624,6360,7200,8393,8327,8963,6491,1450,0,0,0,0,0,0,0,0,0,0,"Towner County, ND"
"NV","32017","Lincoln","County",5345,4165,3775,3732,2557,2431,3837,4130,3601,2287,3489,3284,2466,2637,2985,0,0,0,0,0,0,0,0,"Lincoln County, NV"
"AK","02180","Nome","County",9492,9196,8288,6537,5749,6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nome Borough, AK"
"MT","30055","McCone","County",1734,1977,2276,2702,2875,3321,3258,3798,4790,4747,0,0,0,0,0,0,0,0,0,0,0,0,0,"McCone County, MT"
"IA","19019","Buchanan","County",20958,21093,20844,22900,21746,22293,21927,20991,19550,19890,19748,21427,18997,18546,17034,7906,517,0,0,0,0,0,0,"Buchanan County, IA"
"SD","46047","Fall River","County",7094,7453,7353,8439,7505,10688,10439,8089,8741,6985,7763,3541,4478,0,0,0,0,0,0,0,0,0,0,"Fall River County, SD"
"MN","27069","Kittson","County",4552,5285,5767,6672,6853,8343,9649,10717,9688,10638,9669,7889,5387,905,64,1612,1134,0,0,0,0,0,0,"Kittson County, MN"
"NE","31059","Fillmore","County",5890,6634,7103,7920,8137,9425,9610,11417,12971,13671,14674,15087,16022,10204,238,0,0,0,0,0,0,0,0,"Fillmore County, NE"
"FL","12079","Madison","County",19224,18733,16569,14894,13481,14154,14197,16190,15614,16516,16919,15446,14316,14798,11121,7779,5490,2644,525,0,0,0,0,"Madison County, FL"
"AZ","04012","La Paz","County",20489,19715,13844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"La Paz County, AZ"
"AK","02016","Aleutians West","County",5561,5465,9478,7768,8057,6011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aleutians West Borough, AK"
"AK","02150","Kodiak Island","County",13592,13913,13309,9939,9409,7174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kodiak Island Borough, AK"
"KS","20185","Stafford","County",4437,4789,5365,5694,5943,7451,8816,10487,10460,11559,12510,9829,8520,4755,0,0,0,0,0,0,0,0,0,"Stafford County, KS"
"GA","13271","Telfair","County",16500,11794,11000,11445,11381,11715,13221,15145,14997,15291,13288,10083,5477,4828,3245,2713,3026,2763,2136,2104,744,0,0,"Telfair County, GA"
"IN","18181","White","County",24643,25267,23265,23867,20995,19709,18042,17037,15831,17351,17602,19138,15671,13795,10554,8258,4761,1832,0,0,0,0,0,"White County, IN"
"GA","13201","Miller","County",6125,6383,6280,7038,6397,6908,9023,9998,9076,9565,7986,6319,4275,3720,3091,1791,0,0,0,0,0,0,0,"Miller County, GA"
"TN","47103","Lincoln","County",33361,31340,28157,26483,24318,23829,25624,27214,25422,25786,25908,26304,27382,26960,28050,22828,23492,21493,22075,14761,6104,0,0,"Lincoln County, TN"
"NE","31185","York","County",13665,14598,14428,14798,13685,13724,14346,14874,17239,17146,18721,18205,17279,11170,604,0,0,0,0,0,0,0,0,"York County, NE"
"SC","45005","Allendale","County",10419,11211,11722,10700,9692,11362,11773,13040,13294,16098,0,0,0,0,0,0,0,0,0,0,0,0,0,"Allendale County, SC"
"MO","29141","Morgan","County",20565,19309,15574,13807,10068,9476,10207,11140,10968,12015,12863,12175,12311,10132,8434,8202,4650,4407,0,0,0,0,0,"Morgan County, MO"
"OH","39075","Holmes","County",42366,38943,32849,29416,23024,21591,18760,17876,16726,16965,17909,19511,21139,20776,18177,20589,20452,18088,9135,0,0,0,0,"Holmes County, OH"
"IA","19143","Osceola","County",6462,7003,7267,8371,8555,10064,10181,10607,10182,10223,8956,8725,5574,2219,0,0,0,0,0,0,0,0,0,"Osceola County, IA"
"IL","17165","Saline","County",24913,26733,26551,28448,25721,26227,33420,38066,37100,38353,30204,21685,19342,15940,12714,9331,5588,0,0,0,0,0,0,"Saline County, IL"
"SC","45061","Lee","County",19220,20119,18437,18929,18323,21832,23173,24908,24096,26827,25318,0,0,0,0,0,0,0,0,0,0,0,0,"Lee County, SC"
"WY","56019","Johnson","County",8569,7075,6145,6700,5587,5475,4707,4980,4816,4617,3453,2361,2357,637,0,0,0,0,0,0,0,0,0,"Johnson County, WY"
"LA","22003","Allen","County",25764,25440,21226,21390,20794,19867,18835,17540,15261,18382,0,0,0,0,0,0,0,0,0,0,0,0,0,"Allen Parish, LA"
"SD","46069","Hyde","County",1420,1671,1696,2069,2515,2602,2811,3113,3690,3315,3307,1492,1860,0,0,0,0,0,0,0,0,0,0,"Hyde County, SD"
"TN","47007","Bledsoe","County",12876,12367,9669,9478,7643,7811,8561,8358,7128,7218,6329,6626,6134,5617,4870,4459,5959,5676,4648,4005,3259,0,0,"Bledsoe County, TN"
"KY","21219","Todd","County",12460,11971,10940,11874,10823,11364,12890,14234,13520,15694,16488,17371,16814,15994,12612,11575,12268,9991,8680,5089,0,0,0,"Todd County, KY"
"NY","36121","Wyoming","County",42155,43424,42507,39895,37688,34793,32822,31394,28764,30314,31880,30413,31193,30907,29164,31968,31981,0,0,0,0,0,0,"Wyoming County, NY"
"KY","21027","Breckinridge","County",20059,18648,16312,16861,14789,14734,15528,17744,17368,19652,21034,20534,18976,17486,13440,13236,10593,8944,7345,7485,3430,807,0,"Breckinridge County, KY"
"KY","21213","Simpson","County",17327,16405,15145,14673,13054,11548,11678,11752,11336,11150,11460,11624,10878,10641,9573,8146,7733,6537,5815,4852,0,0,0,"Simpson County, KY"
"VA","51135","Nottoway","County",15853,15725,14993,14666,14260,15141,15479,15556,14866,14161,13462,12366,11582,11156,9291,8836,8437,9719,10130,9658,9278,9401,0,"Nottoway County, VA"
"OK","40023","Choctaw","County",15205,15342,15302,17203,15141,15637,20405,28358,24142,32144,21862,17340,0,0,0,0,0,0,0,0,0,0,0,"Choctaw County, OK"
"KS","20041","Dickinson","County",19754,19344,18958,20175,19993,21572,21190,22929,25870,25777,24361,21816,22273,15251,3043,378,0,0,0,0,0,0,0,"Dickinson County, KS"
"OK","40129","Roger Mills","County",3647,3436,4147,4799,4452,5090,7395,10736,14164,10638,12861,13239,6190,0,0,0,0,0,0,0,0,0,0,"Roger Mills County, OK"
"WI","55103","Richland","County",18021,17924,17521,17476,17079,17684,19245,20381,19525,19823,18809,19483,19121,18174,15731,9732,903,0,0,0,0,0,0,"Richland County, WI"
"AL","01075","Lamar","County",14564,15904,15715,16453,14335,14271,16441,19708,18001,18149,17487,16084,14187,12142,8893,0,0,0,0,0,0,0,0,"Lamar County, AL"
"MI","26039","Crawford","County",14074,14273,12260,9465,6482,4971,4151,3765,3097,4049,3934,2943,2962,1159,0,0,0,0,0,0,0,0,0,"Crawford County, MI"
"AR","05039","Dallas","County",8116,9210,9614,10515,10022,10522,12416,14471,14671,14424,12621,11518,9296,6505,5707,8283,6877,0,0,0,0,0,0,"Dallas County, AR"
"CO","08057","Jackson","County",1394,1577,1605,1863,1811,1758,1976,1798,1386,1340,1013,0,0,0,0,0,0,0,0,0,0,0,0,"Jackson County, CO"
"CO","08063","Kit Carson","County",8270,8011,7140,7599,7530,6957,8600,7512,9725,8915,7483,1580,2472,0,0,0,0,0,0,0,0,0,0,"Kit Carson County, CO"
"TN","47091","Johnson","County",18244,17499,13766,13745,11569,10765,12278,12998,12209,12230,13191,10589,8858,7766,5852,5018,3705,2658,0,0,0,0,0,"Johnson County, TN"
"MO","29035","Carter","County",6265,5941,5515,5428,3878,3973,4777,6226,5503,7482,5504,6706,4659,2168,1455,1235,0,0,0,0,0,0,0,"Carter County, MO"
"NE","31035","Clay","County",6542,7039,7123,8106,8266,8717,8700,10445,13571,14486,15729,15735,16310,11294,54,0,0,0,0,0,0,0,0,"Clay County, NE"
"IA","19073","Greene","County",9336,10366,10045,12119,12716,14379,15544,16599,16528,16467,16023,17820,15797,12727,4627,1374,0,0,0,0,0,0,0,"Greene County, IA"
"KY","21205","Rowan","County",23333,22094,20353,19049,17010,12808,12708,12734,10893,9467,9438,8277,6129,4420,2991,2282,0,0,0,0,0,0,0,"Rowan County, KY"
"UT","49055","Wayne","County",2778,2509,2177,1911,1483,1728,2205,2394,2067,2097,1749,1907,0,0,0,0,0,0,0,0,0,0,0,"Wayne County, UT"
"MO","29133","Mississippi","County",14358,13427,14442,15726,16647,20695,22551,23149,15762,12860,14557,11837,10134,9270,4982,4859,3123,0,0,0,0,0,0,"Mississippi County, MO"
"AL","01059","Franklin","County",31704,31223,27814,28350,23933,21988,25705,27552,25372,22011,19369,16511,10681,9155,8006,18627,19610,14270,11078,4988,0,0,0,"Franklin County, AL"
"KY","21041","Carroll","County",10811,10155,9292,9270,8523,7978,8517,8657,8155,8346,8110,9825,9266,8953,6189,6578,5526,3966,0,0,0,0,0,"Carroll County, KY"
"TX","48267","Kimble","County",4607,4468,4122,4063,3904,3943,4619,5064,4119,3581,3261,2503,2243,1343,72,0,0,0,0,0,0,0,0,"Kimble County, TX"
"MI","26097","Mackinac","County",11113,11943,10674,10178,9660,10853,9287,9438,8783,8026,9249,7703,7830,2902,1716,1938,3598,923,877,819,615,551,0,"Mackinac County, MI"
"TX","48307","McCulloch","County",8283,8205,8778,8735,8571,8815,11701,13208,13883,11020,13405,3960,3217,1533,173,0,0,0,0,0,0,0,0,"McCulloch County, TX"
"MS","28141","Tishomingo","County",19593,19163,17683,18434,14940,13889,15544,16974,16411,15091,13067,10124,9302,8774,7350,24149,15490,6681,0,0,0,0,0,"Tishomingo County, MS"
"TX","48105","Crockett","County",3719,4099,4078,4608,3885,4209,3981,2809,2590,1500,1296,1591,194,127,0,0,0,0,0,0,0,0,0,"Crockett County, TX"
"TX","48217","Hill","County",35089,32321,27146,25024,22596,23650,31282,38355,43036,43332,46760,41355,27583,16554,7453,3653,0,0,0,0,0,0,0,"Hill County, TX"
"NE","31033","Cheyenne","County",9998,9830,9494,10057,10778,14828,12081,9505,10187,8405,4551,5570,5693,1558,190,0,0,0,0,0,0,0,0,"Cheyenne County, NE"
"TX","48263","Kent","County",808,859,1010,1145,1434,1727,2249,3413,3851,3335,2655,899,324,92,0,0,0,0,0,0,0,0,0,"Kent County, TX"
"MT","30099","Teton","County",6073,6445,6271,6491,6116,7295,7232,6922,6068,5870,9546,5080,0,0,0,0,0,0,0,0,0,0,0,"Teton County, MT"
"NE","31069","Garden","County",2057,2292,2460,2802,2929,3472,4114,4680,5099,4572,3538,0,0,0,0,0,0,0,0,0,0,0,0,"Garden County, NE"
"OK","40077","Latimer","County",11154,10692,10333,9840,8601,7738,9690,12380,11184,13866,11321,9340,0,0,0,0,0,0,0,0,0,0,0,"Latimer County, OK"
"KS","20047","Edwards","County",3037,3449,3787,4271,4581,5118,5936,6377,7295,7057,7033,3682,3600,2409,0,0,0,0,0,0,0,0,0,"Edwards County, KS"
"KY","21075","Fulton","County",6813,7752,8271,8971,10183,11256,13668,15413,14927,15197,14114,11546,10005,7977,6161,5317,4446,0,0,0,0,0,0,"Fulton County, KY"
"MT","30021","Dawson","County",8966,9059,9505,11805,11269,12314,9092,8618,9881,9239,12725,2443,2056,180,177,0,0,0,0,0,0,0,0,"Dawson County, MT"
"MS","28119","Quitman","County",8223,10117,10490,12636,15888,21019,25885,27191,25304,19861,11593,5435,3286,1407,0,0,0,0,0,0,0,0,0,"Quitman County, MS"
"IL","17101","Lawrence","County",16833,15452,15972,17807,17522,18540,20539,21075,21885,21380,22661,16523,14693,13663,12533,9214,6121,7092,3668,0,0,0,0,"Lawrence County, IL"
"MS","28157","Wilkinson","County",9878,10312,9678,10021,11099,13235,14116,15955,13957,15319,18075,21453,17592,17815,12705,15933,16914,14193,11686,9718,5068,0,0,"Wilkinson County, MS"
"AK","02282","Yakutat","County",662,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yakutat Borough, AK"
"KS","20179","Sheridan","County",2556,2813,3043,3544,3859,4267,4607,5312,6038,5484,5651,3819,3733,1567,0,0,0,0,0,0,0,0,0,"Sheridan County, KS"
"MS","28079","Leake","County",23805,20940,18436,18790,17085,18660,21610,24570,21803,16973,18298,17360,14803,13146,8496,9324,5533,2162,0,0,0,0,0,"Leake County, MS"
"MS","28037","Franklin","County",8118,8448,8377,8208,8011,9286,10929,12504,12268,14156,15193,13678,10424,9729,7498,8265,5904,4775,4622,3821,2016,0,0,"Franklin County, MS"
"MS","28099","Neshoba","County",29676,28684,24800,23789,20802,20927,25730,27882,26691,19303,17980,12726,11146,8741,7439,8343,4728,2437,0,0,0,0,0,"Neshoba County, MS"
"AL","01035","Conecuh","County",13228,14089,14054,15884,15645,17762,21776,25489,25429,24593,21433,17514,14594,12605,9574,11311,9322,8197,7444,5713,0,0,0,"Conecuh County, AL"
"FL","12063","Jackson","County",49746,46755,41375,39154,34434,36208,34645,34428,31969,31224,29821,23377,17544,14372,9528,10209,6639,4681,3907,0,0,0,0,"Jackson County, FL"
"TX","48125","Dickens","County",2444,2762,2571,3539,3737,4963,7177,7847,8601,5876,3092,1151,295,28,0,0,0,0,0,0,0,0,0,"Dickens County, TX"
"TX","48283","La Salle","County",6886,5866,5254,5514,5014,5972,7485,8003,8228,4821,4747,2303,2139,789,69,0,0,0,0,0,0,0,0,"La Salle County, TX"
"IA","19087","Henry","County",20145,20336,19226,18890,18114,18187,18708,17994,17660,18298,18640,20022,18895,20986,21463,18701,8707,3772,0,0,0,0,0,"Henry County, IA"
"NE","31083","Harlan","County",3423,3786,3810,4292,4357,5081,7189,7130,8957,9220,9578,9370,8158,6086,0,0,0,0,0,0,0,0,0,"Harlan County, NE"
"MT","30075","Powder River","County",1743,1858,2090,2520,2862,2485,2693,3159,3909,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,"Powder River County, MT"
"WI","55091","Pepin","County",7469,7213,7107,7477,7319,7332,7462,7897,7450,7481,7577,7905,6932,6226,4659,2392,0,0,0,0,0,0,0,"Pepin County, WI"
"AZ","04001","Apache","County",71518,69423,61591,52108,32298,30438,27767,24095,17765,13196,9196,8297,4281,5283,0,0,0,0,0,0,0,0,0,"Apache County, AZ"
"MO","29121","Macon","County",15566,15762,15345,16313,15432,16473,18332,21396,23070,27518,30868,33018,30575,26222,23230,14346,6565,6034,0,0,0,0,0,"Macon County, MO"
"TX","48279","Lamb","County",13977,14709,15072,18669,17770,21896,20015,17606,17452,1175,540,31,4,0,0,0,0,0,0,0,0,0,0,"Lamb County, TX"
"KS","20097","Kiowa","County",2553,3278,3660,4046,4088,4626,4743,5112,6035,6164,6174,2365,2873,0,0,0,0,0,0,0,0,0,0,"Kiowa County, KS"
"MO","29061","Daviess","County",8433,8016,7865,8905,8420,9502,11180,13398,14424,16641,17605,21325,20456,19145,14410,9606,5298,2736,0,0,0,0,0,"Daviess County, MO"
"GA","13253","Seminole","County",8729,9369,9010,9057,7059,6802,7904,8492,7389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seminole County, GA"
"MI","26101","Manistee","County",24733,24527,21265,23019,20094,19042,18524,18450,17409,20899,26688,27856,24230,12532,6074,975,0,0,0,0,0,0,0,"Manistee County, MI"
"IA","19119","Lyon","County",11581,11763,11952,12896,13340,14468,14697,15374,15293,15431,14624,13165,8680,1968,221,0,0,0,0,0,0,0,0,"Lyon County, IA"
"IA","19003","Adams","County",4029,4482,4866,5731,6322,7468,8753,10156,10437,10521,10998,13601,12292,11888,4614,1533,0,0,0,0,0,0,0,"Adams County, IA"
"PA","42105","Potter","County",17457,18080,16717,17726,16395,16483,16810,18201,17489,21089,29729,30621,22778,13797,11265,11470,6048,3371,1265,186,29,0,0,"Potter County, PA"
"KS","20077","Harper","County",6034,6536,7124,7778,7871,9541,10263,12068,12823,13656,14748,10310,13266,4133,0,0,0,0,0,0,0,0,0,"Harper County, KS"
"IA","19133","Monona","County",9243,10020,10034,11692,12069,13916,16303,18238,18213,17125,16633,17980,14515,9055,3654,832,0,0,0,0,0,0,0,"Monona County, IA"
"NY","36017","Chenango","County",50477,51401,51768,49344,46368,43243,39138,36454,34665,34969,35575,36568,37776,39891,40564,40934,40311,40785,37238,31215,21704,16087,0,"Chenango County, NY"
"IA","19091","Humboldt","County",9815,10381,10756,12246,12519,13156,13117,13459,13202,12951,12182,12667,9836,5341,2596,332,0,0,0,0,0,0,0,"Humboldt County, IA"
"MN","27097","Morrison","County",33198,31712,29604,29311,26949,26641,25832,27473,25442,25841,24053,22891,13325,5875,1681,618,0,0,0,0,0,0,0,"Morrison County, MN"
"MO","29205","Shelby","County",6373,6799,6942,7826,7906,9063,9730,11224,11983,13617,14864,16167,15642,14024,10119,7301,4253,3056,0,0,0,0,0,"Shelby County, MO"
"KS","20201","Washington","County",5799,6483,7073,8543,9249,10739,12977,15921,17112,17984,20229,21963,22894,14910,4081,383,0,0,0,0,0,0,0,"Washington County, KS"
"ID","16087","Washington","County",10198,9977,8550,8803,7633,8378,8576,8853,7962,9424,11101,6882,3836,879,0,0,0,0,0,0,0,0,0,"Washington County, ID"
"IL","17045","Edgar","County",18576,19704,19595,21725,21591,22550,23407,24430,24966,25769,27336,28273,26787,25499,21450,16925,10692,8225,4071,0,0,0,0,"Edgar County, IL"
"CO","08121","Washington","County",4814,4926,4812,5304,5550,6625,7520,8336,9591,11208,6002,1241,2301,0,0,0,0,0,0,0,0,0,0,"Washington County, CO"
"OH","39065","Hardin","County",32058,31945,31111,32719,30813,29633,28673,27061,27635,29167,30407,31187,28939,27023,18714,13570,8251,4598,210,22,0,0,0,"Hardin County, OH"
"MO","29203","Shannon","County",8441,8324,7613,7885,7196,7087,8377,11831,10894,11865,11443,11247,8898,3441,2339,2284,1199,0,0,0,0,0,0,"Shannon County, MO"
"OK","40091","McIntosh","County",20252,19456,16779,15562,12472,12371,17829,24097,24924,26404,20961,17975,0,0,0,0,0,0,0,0,0,0,0,"McIntosh County, OK"
"ND","38033","Golden Valley","County",1680,1924,2108,2391,2611,3100,3499,3498,4122,4832,0,0,0,0,0,0,0,0,0,0,0,0,0,"Golden Valley County, ND"
"WY","56027","Niobrara","County",2484,2407,2499,2924,2924,3750,4701,5988,4723,6321,0,0,0,0,0,0,0,0,0,0,0,0,0,"Niobrara County, WY"
"MN","27117","Pipestone","County",9596,9895,10491,11690,12791,13605,14003,13794,12238,12050,9553,9264,5132,2092,0,0,0,0,0,0,0,0,0,"Pipestone County, MN"
"VA","51099","King George","County",23584,16803,13527,10543,8039,7243,6710,5431,5297,5762,6378,6918,6641,6397,5742,6571,5971,5927,6397,6116,6454,6749,7366,"King George County, VA"
"MN","27129","Renville","County",15730,17154,17673,20401,21139,23249,23954,24625,23645,23634,23123,23693,17099,10791,3219,245,0,0,0,0,0,0,0,"Renville County, MN"
"NE","31091","Hooker","County",736,783,793,990,939,1130,1061,1253,1180,1378,981,432,426,0,0,0,0,0,0,0,0,0,0,"Hooker County, NE"
"VA","51147","Prince Edward","County",23368,19720,17320,16456,14379,14121,15398,14922,14520,14767,14266,15045,14694,14668,12004,11844,11857,14069,14107,12577,12409,10962,8100,"Prince Edward County, VA"
"SD","46059","Hand","County",3431,3741,4272,4948,5883,6712,7149,7166,9485,8778,7870,4525,6546,153,0,0,0,0,0,0,0,0,0,"Hand County, SD"
"GA","13237","Putnam","County",21218,18812,14137,10295,8394,7798,7731,8514,8367,15151,13876,13436,14842,14539,10461,10125,10794,10260,13261,15475,10029,0,0,"Putnam County, GA"
"VA","51640","Galax","County",,,,,,,,,,,,,,,,,,,,,,,,"Galax County, VA"
"NM","35037","Quay","County",9041,10155,10823,10577,10903,12279,13971,12111,10828,10444,14912,0,0,0,0,0,0,0,0,0,0,0,0,"Quay County, NM"
"TX","48269","King","County",286,356,354,425,464,640,870,1066,1193,655,810,490,173,40,0,0,0,0,0,0,0,0,0,"King County, TX"
"AR","05073","Lafayette","County",7645,8559,9643,10213,10018,11030,13203,16851,16934,15522,13741,10594,7700,5730,9139,8464,5220,2200,748,0,0,0,0,"Lafayette County, AR"
"TX","48501","Yoakum","County",7879,7322,8786,8299,7344,8032,4339,5354,1263,504,602,26,4,0,0,0,0,0,0,0,0,0,0,"Yoakum County, TX"
"IA","19115","Louisa","County",11387,12183,11592,12055,10682,10290,11101,11384,11575,12179,12855,13516,11873,13142,12877,10370,4939,1927,0,0,0,0,0,"Louisa County, IA"
"KS","20049","Elk","County",2882,3261,3327,3918,3858,5048,6679,8180,9210,9034,10128,11443,12216,10623,0,0,0,0,0,0,0,0,0,"Elk County, KS"
"OH","39121","Noble","County",14645,14058,11336,11310,10428,10982,11750,14587,14961,17849,18601,19466,20753,21138,19949,20751,0,0,0,0,0,0,0,"Noble County, OH"
"OH","39137","Putnam","County",34499,34726,33819,32991,31134,28331,25248,25016,25074,27751,29972,32525,30188,23713,17081,12808,7221,5189,230,0,0,0,0,"Putnam County, OH"
"TX","48425","Somervell","County",8490,6809,5360,4154,2793,2577,2542,3071,3016,3563,3931,3498,3419,2649,0,0,0,0,0,0,0,0,0,"Somervell County, TX"
"MT","30035","Glacier","County",13399,13247,12121,10628,10783,11565,9645,9034,5297,4178,0,0,0,0,0,0,0,0,0,0,0,0,0,"Glacier County, MT"
"NV","32027","Pershing","County",6753,6693,4336,3408,2670,3199,3103,2713,2652,2803,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pershing County, NV"
"MN","27087","Mahnomen","County",5413,5190,5044,5535,5638,6341,7059,8054,6153,6197,3249,0,0,0,0,0,0,0,0,0,0,0,0,"Mahnomen County, MN"
"MT","30047","Lake","County",28746,26507,21041,19056,14445,13104,13835,13490,9541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lake County, MT"
